Order_ID,Customer_ID,Customer_name,Product_ID,Product_name,Product_category,Payment_type,Qty,Price,Datetime,Country,Ecommerce_website_name,Payment_txn_id,Payment_txn_success,Failure_reason
27,46,Ronald Bensworth,5,eggs,food,Internet Banking ,944,5.99,2021-04-01,United Kingdom,www.Wal-Mart.com,q723Cq353,Y,
28,58,Mia Pena,27,etc,etc,card,692,etc,2020-06-23,ERROR,www.Amazon.com,U13038U4959,Y,
29,53,Louis Clark,9,bike,bikes,card,922,199.99,2022-08-22,ERROR,www.Wal-Mart.com,'4122G'4038,Y,
30,43,Taylor Wind,18,etc,etc,card,223,etc,2022-01-29,Finland,www.Ebay.com,\3691"\1641,Y,
31,10,Chris Gene,4,banana,food,card,43,6.99,2020-11-15,Italy,www.Target.com,G3952+G2928,N,account has been closed
32,24,Ethan Shaw,22,etc,etc,wallet,711,etc,2021-03-14,United Kingdom,www.Ebay.com,,583W,4768,Y,
33,39,Zangieff Russ,9,bike,bikes,UPI,212,199.99,2020-08-07,Argentina,www.Wal-Mart.com,G3041?G2866,N,processor declined
34,64,Nova Williow,0,Computer,electronics,card,264,200.99,2022-04-09,Ireland,www.Wal-Mart.com,b4469Kb1786,N,payment gateway is misconfigured
35,1,Normand Michel,22,etc,etc,card,564,etc,2021-03-23,Mexico,www.Amazon.com,e36101e918,N,Invalid credit card number
36,7,Morgan Freeman,9,bike,bikes,Internet Banking ,746,150.99,2022-03-28,Portugal,www.Wal-Mart.com,j3296zj3141,Y,
37,2,Danny Hue,9,bike,bikes,wallet,733,250.99,2020-09-02,Iceland,www.Target.com,|6259|2164,Y,
38,33,Faust Williams,22,etc,etc,wallet,757,etc,2021-09-26,Canada,www.Amazon.com,-7024-3630,Y,
39,10,Chris Gene,1,Shirt,apparel,UPI,624,40.99,2020-04-17,Iceland,www.Wal-Mart.com,G1657aG1045,N,account has been closed
40,36,Rudy Derr,10,bike tires,bikes,Internet Banking ,741,300.99,2022-06-20,Canada,www.Ebay.com,Z47751Z3074,N,processor declined
41,49,Daniel Maggio,20,etc,etc,UPI,724,etc,2020-08-23,Iceland,www.Ebay.com,O1304iO2225,N,incorrectly entered information
42,5,Micheal Gus,4,banana,food,Internet Banking ,444,6.99,2021-12-05,Germany,www.Amazon.com,B3679bB3860,Y,
43,60,Amelia Crawford,28,etc,etc,card,2,etc,2020-10-01,Ireland,www.Ebay.com,X3348vX265,Y,
44,41,Chungli Chin,24,etc,etc,wallet,297,etc,2022-09-27,France,www.Ebay.com,s614's2836,N,Credit card type isn’t accepted
45,57,Evelyn Michels,28,etc,etc,wallet,254,etc,2021-07-09,New Zealand,www.Amazon.com,l150fl2957,N,payment gateway is misconfigured
46,46,Ronald Bensworth,8,phone,electronics,card,389,5.99,2020-04-25,Switzerland,www.Ebay.com,/2296+/4736,Y,
47,55,Camila Grant,4,banana,food,Internet Banking ,802,6.99,2021-10-13,Russia,www.Wal-Mart.com,h201.h397,Y,
48,39,Zangieff Russ,28,etc,etc,UPI,422,etc,2020-08-22,France,www.Wal-Mart.com,\4400d\4367,N,blocked by merchant account
49,18,Lewis Garden,18,etc,etc,UPI,429,etc,2021-10-26,ERROR,www.Ebay.com,>1069D>754,N,payment gateway is misconfigured
50,54,Luna Starr,26,etc,etc,UPI,721,etc,2020-08-25,Mexico,www.Ebay.com,=510T=1239,N,payment gateway is misconfigured
51,31,Baiken Hen,0,Computer,electronics,wallet,760,50.99,2022-12-26,Montenegro,www.Ebay.com,"2397m"517,N,insufficient funds
52,43,Taylor Wind,27,etc,etc,UPI,318,etc,2022-01-17,United States,www.Wal-Mart.com,!40629!1202,Y,
53,71,Elcy Jean,2,Pants,apparel,wallet,91,40.99,2021-01-06,Canada,www.Amazon.com,c3187{c4037,Y,
54,45,Brian Sea,10,bike tires,bikes,wallet,231,199.99,2020-03-02,Germany,www.Ebay.com,_9883_3236,N,processor declined
55,55,Camila Grant,2,Pants,apparel,card,779,10.99,2021-12-25,Iceland,www.Amazon.com,U4103.U3117,N,insufficient funds
56,54,Luna Starr,8,phone,electronics,wallet,681,50.99,2022-01-15,France,www.Ebay.com,e3575De1267,Y,
57,12,Rose Jean,20,etc,etc,Internet Banking ,808,etc,2020-10-12,Italy,www.Amazon.com,b2438Jb252,N,no inventory
58,62,Emma Streak,14,etc,etc,UPI,917,etc,2022-09-14,Germany,www.Amazon.com,V1953MV1520,Y,
59,52,Tony Stark,11,etc,etc,wallet,703,etc,2021-05-05,India,www.Target.com,'2945r'48,Y,
60,30,Chipp Zanuff,2,Pants,apparel,Internet Banking ,949,10.99,2020-06-25,Argentina,www.Target.com,Z4347QZ2018,Y,
61,34,Laura Williams,23,etc,etc,UPI,620,etc,2022-11-13,Serbia,www.Wal-Mart.com,]457A]780,Y,
62,43,Taylor Wind,21,etc,etc,wallet,526,etc,2022-11-29,Serbia,other,(37747(4025,N,account has been closed
63,43,Taylor Wind,2,Pants,apparel,wallet,883,5.99,2020-02-29,Italy,www.Wal-Mart.com,p485Ap3068,N,incorrectly entered information
64,15,Farah Jean,10,bike tires,bikes,card,459,199.99,2020-03-28,Russia,www.Ebay.com,84614]82753,Y,
65,43,Taylor Wind,24,etc,etc,wallet,170,etc,2020-08-05,Spain,www.Target.com,*853@*267,N,no inventory
66,44,Karmelo Winnie,14,etc,etc,UPI,169,etc,2022-03-19,South Korea,www.Target.com,y2746+y1486,N,expired card
67,35,Laurelton Shera,10,bike tires,bikes,wallet,247,250.99,2021-04-05,Portugal,www.Amazon.com,#4809"#18,N,insufficient funds
68,12,Rose Jean,24,etc,etc,card,218,etc,2020-05-15,Spain,www.Target.com,41247I4940,N,Credit card type isn’t accepted
69,13,Sophia Jean,13,etc,etc,Internet Banking ,774,etc,2022-08-23,Montenegro,www.Wal-Mart.com,"715`"1642,N,payment gateway is misconfigured
70,11,Abel Don,12,etc,etc,UPI,178,etc,2020-12-07,Italy,www.Ebay.com,r3542kr4396,Y,
71,60,Amelia Crawford,15,etc,etc,wallet,208,etc,2020-12-18,Russia,www.Wal-Mart.com,o22Eo3500,N,incorrectly entered information
72,13,Sophia Jean,12,etc,etc,UPI,283,etc,2022-06-09,Montenegro,www.Ebay.com,W1920NW3622,N,blocked by merchant account
73,14,McKenzie Phoenix,17,etc,etc,UPI,132,etc,2020-07-20,Finland,www.Target.com,Z2254rZ16,N,account has been closed
74,17,Christopher Michel,25,etc,etc,wallet,937,etc,2021-04-20,Russia,www.Target.com,W1894|W1356,Y,
75,25,Melia Rage,17,etc,etc,UPI,951,etc,2022-04-21,Ireland,www.Wal-Mart.com,"2707T"2243,N,no inventory
76,7,Morgan Freeman,15,etc,etc,UPI,311,etc,2022-03-07,New Zealand,www.Target.com,~2629|~2554,N,insufficient funds
77,11,Abel Don,5,eggs,food,wallet,521,3.99,2022-03-12,New Zealand,www.Target.com,q3623Jq2179,Y,
78,40,Carol Ritz,13,etc,etc,UPI,302,etc,2020-05-29,Finland,www.Wal-Mart.com,_34517_3280,Y,
79,44,Karmelo Winnie,27,etc,etc,UPI,952,etc,2021-08-05,Turkey,www.Amazon.com,p15320p1806,Y,
80,62,Emma Streak,17,etc,etc,Internet Banking ,718,etc,2022-01-30,France,www.Ebay.com,&177o&1231,N,payment gateway is misconfigured
81,31,Baiken Hen,13,etc,etc,Internet Banking ,554,etc,2022-08-24,Brazil,www.Target.com,`204,`3114,N,Credit card type isn’t accepted
82,11,Abel Don,13,etc,etc,wallet,948,etc,2021-02-07,Montenegro,www.Amazon.com,Q98XQ3830,N,Invalid credit card number
83,44,Karmelo Winnie,24,etc,etc,card,681,etc,2020-03-20,Switzerland,www.Ebay.com,^3511u^3628,N,incorrectly entered information
84,0,Christopher Edwin Breaux,29,etc,etc,wallet,830,etc,2021-01-28,China,www.Amazon.com,_3933s_4378,N,no inventory
85,66,Jean Hazel,24,etc,etc,UPI,631,etc,2021-11-11,ERROR,other,|1029"|3282,Y,
86,10,Chris Gene,13,etc,etc,wallet,209,etc,2022-01-05,Japan,www.Ebay.com,04936b0580,Y,
87,52,Tony Stark,23,etc,etc,UPI,572,etc,2020-08-29,Serbia,www.Wal-Mart.com,s1226|s2960,N,purchase made while traveling
88,39,Zangieff Russ,16,etc,etc,Internet Banking ,114,etc,2021-03-09,South Korea,www.Ebay.com,b29682b2533,Y,
89,14,McKenzie Phoenix,6,milk,food,wallet,902,5.99,2021-07-25,Portugal,other,k3222hk1933,N,no inventory
90,26,Kay Kiske,12,etc,etc,card,897,Error,2020-02-23,Russia,www.Wal-Mart.com,,4867^,3906,N,payment gateway is misconfigured
91,62,Emma Streak,18,etc,etc,Internet Banking ,488,etc,2022-07-24,Ireland,www.Target.com,P4983_P3562,Y,
92,6,Michelle Otter,16,etc,etc,wallet,828,etc,2021-08-21,Brazil,www.Wal-Mart.com,r3484Cr366,Y,
93,71,Elcy Jean,7,tv,electronics,card,895,500.99,2021-09-16,Mexico,www.Target.com,*2827_*4526,Y,
94,20,Danielle Will,0,Computer,electronics,card,705,5.99,2021-04-09,Ireland,www.Wal-Mart.com,^3280M^2899,Y,
95,19,Chris garnet,14,etc,etc,card,157,etc,2020-05-22,Turkey,www.Wal-Mart.com,-4963'-4402,N,expired card
96,69,Marc Galdson,4,banana,food,wallet,982,3.99,2020-06-03,United States,www.Target.com,I1504.I2212,Y,
97,58,Mia Pena,16,etc,etc,card,958,etc,2022-08-05,Serbia,www.Target.com,*1907?*3696,N,payment gateway is misconfigured
98,47,Cynthia Dean,8,phone,electronics,wallet,352,200.99,2020-11-13,India,www.Wal-Mart.com,E4392OE3086,N,Invalid credit card number
99,25,Melia Rage,29,etc,etc,card,573,etc,2022-06-10,New Zealand,www.Target.com,l2055ul1582,Y,
100,41,Chungli Chin,27,etc,etc,wallet,898,etc,2020-03-28,Spain,www.Ebay.com,o1431{o1356,N,account has been closed
101,70,Gemina Zoe,15,etc,etc,Internet Banking ,80,etc,2022-10-09,Italy,www.Ebay.com,J4022PJ709,N,expired card
102,10,Chris Gene,15,etc,etc,UPI,634,etc,2020-08-09,Turkey,www.Target.com,F1475TF4409,N,account has been closed
103,33,Faust Williams,18,etc,etc,Internet Banking ,210,etc,2020-06-23,India,www.Wal-Mart.com,K1488XK3629,N,no inventory
104,57,Evelyn Michels,6,milk,food,Internet Banking ,898,5.99,2022-05-06,ERROR,www.Target.com,c3892lc4857,N,Invalid credit card number
105,64,Nova Williow,1,Shirt,apparel,UPI,758,65.9,2020-05-25,Turkey,www.Wal-Mart.com,w15646w1294,Y,
106,34,Laura Williams,15,etc,etc,UPI,623,etc,2021-06-26,Switzerland,www.Ebay.com,g4196(g194,Y,
107,22,Liam Shaw,10,bike tires,bikes,UPI,758,450.99,2022-09-20,France,www.Ebay.com,.1865#.2300,Y,
108,26,Kay Kiske,1,Shirt,apparel,card,763,40.99,2020-09-23,United Kingdom,www.Amazon.com,Z4952YZ1775,Y,
109,55,Camila Grant,12,etc,etc,UPI,862,etc,2020-03-02,Canada,www.Amazon.com,w2274Nw4720,Y,
110,50,Matthew Rosen,23,etc,etc,wallet,191,etc,2022-07-10,South Korea,www.Target.com,;330C;1950,N,Invalid credit card number
111,56,Harper Gene,15,etc,etc,wallet,719,etc,2021-08-03,Portugal,www.Amazon.com,J3026BJ314,N,blocked by merchant account
112,45,Brian Sea,21,etc,etc,Internet Banking ,332,etc,2021-05-28,Italy,www.Amazon.com,y2879@y4847,Y,
113,27,Sol Badguy,16,etc,etc,wallet,391,etc,2022-11-21,South Korea,www.Ebay.com,A2368xA871,Y,
114,66,Jean Hazel,22,etc,etc,Internet Banking ,602,etc,2020-03-26,Portugal,www.Target.com,t4144!t989,Y,
115,7,Morgan Freeman,4,banana,food,wallet,335,15.99,2020-02-06,South Korea,www.Ebay.com,L1233bL1468,Y,
116,25,Melia Rage,15,etc,etc,wallet,183,etc,2020-01-18,Argentina,www.Wal-Mart.com,3114Q31052,N,blocked by merchant account
117,50,Matthew Rosen,3,hat,apparel,wallet,383,10.99,2021-12-01,Japan,www.Ebay.com,N1298oN900,N,processor declined
118,28,Baiken Faust,12,etc,etc,Internet Banking ,901,etc,2022-05-03,Brazil,www.Wal-Mart.com,\315t\3546,Y,
119,32,Kliff Undersn,2,Pants,apparel,Internet Banking ,183,10.99,2021-02-09,Switzerland,www.Target.com,I2104VI1644,Y,
120,10,Chris Gene,17,etc,etc,wallet,913,etc,2021-09-11,Montenegro,www.Wal-Mart.com,@3535=@162,Y,
121,37,Elizabeth kind,20,etc,etc,card,836,etc,2021-10-14,Turkey,www.Amazon.com,}351O}1407,N,blocked by merchant account
122,39,Zangieff Russ,20,etc,etc,Internet Banking ,339,Error,2020-01-25,Serbia,www.Target.com,(2194U(3518,N,purchase made while traveling
123,65,Aurora Grace,9,bike,bikes,wallet,838,250.99,2021-07-26,Mexico,www.Wal-Mart.com,[302>[1565,N,insufficient funds
124,67,Lillian Cruz,23,etc,etc,UPI,824,etc,2020-01-31,Brazil,www.Amazon.com,m467Nm372,Y,
125,47,Cynthia Dean,1,Shirt,apparel,wallet,436,6.99,2021-03-10,ERROR,www.Wal-Mart.com,G3274HG2279,N,no inventory
126,9,Ben Hues,4,banana,food,Internet Banking ,276,3.99,2020-01-13,China,www.Ebay.com,)1956K)2960,Y,
127,10,Chris Gene,6,milk,food,UPI,290,6.99,2022-10-02,New Zealand,www.Target.com,S2021TS950,N,account has been closed
128,14,McKenzie Phoenix,18,etc,etc,card,91,etc,2022-03-23,India,www.Ebay.com,{4708\{2020,N,blocked by merchant account
129,22,Liam Shaw,19,etc,etc,UPI,638,etc,2021-05-31,Italy,www.Amazon.com,\1868O\4219,Y,
130,43,Taylor Wind,13,etc,etc,UPI,422,etc,2022-02-19,Turkey,www.Amazon.com,&3119[&1400,Y,
131,58,Mia Pena,15,etc,etc,UPI,76,etc,2020-12-18,Switzerland,www.Amazon.com,*2388Q*1180,Y,
132,54,Luna Starr,16,etc,etc,wallet,464,etc,2020-08-20,India,www.Target.com,w26112w2267,Y,
133,11,Abel Don,25,etc,etc,Internet Banking ,408,etc,2022-01-17,New Zealand,www.Wal-Mart.com,n2060in1143,Y,
134,29,Justice Rage,24,etc,etc,card,992,etc,2022-10-20,Argentina,www.Wal-Mart.com,f1416hf1573,Y,
135,14,McKenzie Phoenix,3,hat,apparel,Internet Banking ,130,10.99,2020-08-19,Mexico,www.Target.com,{3191y{2932,Y,
136,10,Chris Gene,2,Pants,apparel,card,528,10.99,2021-07-29,ERROR,www.Wal-Mart.com,=4116*=45,Y,
137,27,Sol Badguy,24,etc,etc,UPI,295,etc,2022-01-27,Finland,www.Wal-Mart.com,o24338o884,Y,
138,20,Danielle Will,1,Shirt,apparel,card,333,40.99,2020-04-19,Germany,www.Amazon.com,U1394~U1425,N,purchase made while traveling
139,20,Danielle Will,2,Pants,apparel,UPI,353,5.99,2020-05-04,China,www.Amazon.com,^4306U^4466,N,processor declined
140,37,Elizabeth kind,0,Computer,electronics,Internet Banking ,593,Error,2020-07-22,Brazil,www.Ebay.com,51588>52403,N,no inventory
141,50,Matthew Rosen,29,etc,etc,UPI,674,etc,2020-02-11,United States,www.Target.com,M21823M1890,N,incorrectly entered information
142,27,Sol Badguy,5,eggs,food,wallet,842,5.99,2021-06-30,Portugal,www.Wal-Mart.com,)19798)4110,Y,
143,40,Carol Ritz,5,eggs,food,card,136,3.99,2022-12-24,Italy,www.Ebay.com,E39394E3673,Y,
144,40,Carol Ritz,10,bike tires,bikes,card,167,199.99,2020-04-10,Ireland,www.Ebay.com,?4902K?3200,Y,
145,19,Chris garnet,4,banana,food,card,870,13.99,2022-08-18,Portugal,www.Target.com,k1714Ek1815,Y,
146,18,Lewis Garden,1,Shirt,apparel,Internet Banking ,726,6.99,2021-07-27,Portugal,www.Amazon.com,E4769?E1656,N,no inventory
147,9,Ben Hues,24,etc,etc,wallet,806,etc,2021-09-30,Italy,www.Amazon.com,~2834s~4165,Y,
148,14,McKenzie Phoenix,2,Pants,apparel,Internet Banking ,602,6.99,2022-03-28,Russia,www.Amazon.com,+2872l+2576,Y,
149,4,Ken Masters,4,banana,food,Internet Banking ,744,5.99,2020-07-16,Mexico,www.Amazon.com,A1224pA829,Y,
150,55,Camila Grant,1,Shirt,apparel,card,136,10.99,2021-01-03,Japan,www.Target.com,o638>o573,Y,
151,47,Cynthia Dean,21,etc,etc,Internet Banking ,219,etc,2021-12-19,Russia,www.Wal-Mart.com,`3890Z`4551,Y,
152,47,Cynthia Dean,26,etc,etc,card,260,etc,2020-12-30,Italy,www.Ebay.com,X171{X627,N,processor declined
153,60,Amelia Crawford,17,etc,etc,card,953,etc,2021-01-31,Canada,www.Target.com,w396Tw4266,Y,
154,71,Elcy Jean,2,Pants,apparel,UPI,437,10.99,2022-12-09,South Korea,www.Wal-Mart.com,M266sM4494,Y,
155,21,Kenneth Zah,22,etc,etc,card,432,etc,2020-10-05,Montenegro,www.Ebay.com,b8580b1110,N,blocked by merchant account
156,15,Farah Jean,18,etc,etc,wallet,277,etc,2022-07-23,Mexico,www.Ebay.com,B3880xB1239,N,processor declined
157,52,Tony Stark,1,Shirt,apparel,UPI,382,6.99,2021-07-26,Russia,www.Amazon.com,$3767,$4838,N,Credit card type isn’t accepted
158,51,Karen Starrs,18,etc,etc,Internet Banking ,449,etc,2021-09-28,Portugal,www.Amazon.com,$3231($1813,N,blocked by merchant account
159,16,Farrah Michelle,13,etc,etc,card,505,etc,2021-05-08,South Korea,www.Wal-Mart.com,I1966=I3986,Y,
160,69,Marc Galdson,3,hat,apparel,wallet,409,5.99,2020-08-25,United Kingdom,www.Target.com,T4317-T2650,Y,
161,58,Mia Pena,16,etc,etc,card,214,etc,2020-05-17,Montenegro,www.Wal-Mart.com,V3952LV500,N,incorrectly entered information
162,61,Charlotte Hanson,23,etc,etc,Internet Banking ,94,etc,2020-07-28,Turkey,www.Target.com,914f93397,N,account has been closed
163,50,Matthew Rosen,0,Computer,electronics,UPI,799,100.99,2020-01-14,Japan,www.Ebay.com,{3831m{2002,Y,
164,47,Cynthia Dean,5,eggs,food,Internet Banking ,734,15.99,2020-10-23,Montenegro,www.Target.com,L2931>L4410,Y,
165,19,Chris garnet,16,etc,etc,UPI,205,etc,2021-02-08,Brazil,www.Wal-Mart.com,'13412'4770,Y,
166,67,Lillian Cruz,6,milk,food,Internet Banking ,114,6.99,2020-11-23,United Kingdom,www.Target.com,P3244XP3628,Y,
167,67,Lillian Cruz,12,etc,etc,card,762,etc,2021-01-31,Montenegro,www.Amazon.com,8598b8145,Y,
168,38,Honey Wells,2,Pants,apparel,Internet Banking ,387,65.9,2021-08-07,United States,www.Amazon.com,w393Aw3600,Y,
169,44,Karmelo Winnie,14,etc,etc,Internet Banking ,149,etc,2022-08-18,Argentina,www.Amazon.com,K2911tK2349,N,Credit card type isn’t accepted
170,63,Oliva Gems,21,etc,etc,wallet,844,etc,2021-11-22,India,www.Amazon.com,;723J;1447,Y,
171,67,Lillian Cruz,26,etc,etc,card,992,etc,2021-02-18,Argentina,www.Ebay.com,^3660U^261,N,processor declined
172,58,Mia Pena,10,bike tires,bikes,wallet,40,199.99,2022-05-11,France,www.Amazon.com,Y3281gY2465,N,purchase made while traveling
173,7,Morgan Freeman,1,Shirt,apparel,Internet Banking ,74,40.99,2021-09-15,United Kingdom,www.Amazon.com,@577F@2915,N,Invalid credit card number
174,10,Chris Gene,19,etc,etc,Internet Banking ,104,etc,2022-11-25,South Korea,www.Ebay.com,12825G12341,N,account has been closed
175,62,Emma Streak,5,eggs,food,Internet Banking ,316,15.99,2022-03-03,Serbia,www.Ebay.com,Z3417YZ761,N,incorrectly entered information
176,67,Lillian Cruz,7,tv,electronics,wallet,196,100.99,2021-02-20,Brazil,www.Amazon.com,X605|X3472,Y,
177,53,Louis Clark,7,tv,electronics,Internet Banking ,397,50.99,2022-06-25,Mexico,www.Amazon.com,f4874rf1249,Y,
178,43,Taylor Wind,13,etc,etc,wallet,402,etc,2022-09-04,Iceland,www.Target.com,O3720uO80,Y,
179,9,Ben Hues,24,etc,etc,Internet Banking ,448,etc,2021-03-20,Canada,www.Target.com,I4485vI4424,Y,
180,67,Lillian Cruz,12,etc,etc,Internet Banking ,236,etc,2022-02-26,Spain,www.Ebay.com,L3100$L4557,Y,
181,51,Karen Starrs,3,hat,apparel,card,97,10.99,2022-12-06,France,www.Target.com,%1448g%2581,N,payment gateway is misconfigured
182,56,Harper Gene,22,etc,etc,Internet Banking ,557,etc,2021-10-17,Canada,www.Target.com,'2312v'482,Y,
183,45,Brian Sea,27,etc,etc,wallet,492,etc,2020-03-19,Iceland,www.Target.com,S3166[S4346,N,no inventory
184,11,Abel Don,11,etc,etc,card,82,etc,2022-10-15,Finland,www.Wal-Mart.com,P4738QP766,N,expired card
185,24,Ethan Shaw,13,etc,etc,wallet,825,etc,2020-02-01,China,www.Wal-Mart.com,=2318#=3513,N,processor declined
186,69,Marc Galdson,8,phone,electronics,Internet Banking ,571,200.99,2020-05-03,Turkey,www.Target.com,z434&z4192,Y,
187,72,Paisley Everly,29,etc,etc,Internet Banking ,739,etc,2021-03-11,Ireland,www.Ebay.com,U2789mU168,Y,
188,29,Justice Rage,24,etc,etc,card,602,etc,2022-05-22,Montenegro,www.Wal-Mart.com,,797@,162,Y,
189,20,Danielle Will,10,bike tires,bikes,card,639,150.99,2022-03-01,Montenegro,www.Ebay.com,h4964Fh2088,N,purchase made while traveling
190,19,Chris garnet,20,etc,etc,Internet Banking ,807,etc,2022-03-04,Portugal,www.Target.com,<3813G<1208,Y,
191,69,Marc Galdson,1,Shirt,apparel,Internet Banking ,89,40.99,2022-03-24,United States,www.Amazon.com,{4836S{3515,N,incorrectly entered information
192,9,Ben Hues,3,hat,apparel,Internet Banking ,925,6.99,2020-08-19,Switzerland,www.Ebay.com,g4329vg3605,N,Invalid credit card number
193,15,Farah Jean,5,eggs,food,Internet Banking ,133,5.99,2022-04-04,Brazil,www.Wal-Mart.com,@2622W@1459,Y,
194,47,Cynthia Dean,22,etc,etc,UPI,554,etc,2020-12-13,ERROR,www.Target.com,B47980B4143,N,Credit card type isn’t accepted
195,1,Normand Michel,1,Shirt,apparel,wallet,758,40.99,2022-01-17,Iceland,www.Ebay.com,a1960ha4774,N,payment gateway is misconfigured
196,51,Karen Starrs,24,etc,etc,card,990,etc,2020-07-03,South Korea,www.Target.com,K4471(K713,Y,
197,0,Christopher Edwin Breaux,23,etc,etc,wallet,786,etc,2021-09-17,Switzerland,www.Wal-Mart.com,b94}b1218,Y,
198,47,Cynthia Dean,3,hat,apparel,UPI,191,65.9,2021-07-18,United States,www.Wal-Mart.com,'2677f'60,N,expired card
199,7,Morgan Freeman,9,bike,bikes,UPI,933,450.99,2022-03-30,Turkey,www.Target.com,33164G33414,Y,
200,10,Chris Gene,8,phone,electronics,wallet,44,50.99,2022-09-19,India,other,12233A13484,N,expired card
201,19,Chris garnet,26,etc,etc,card,19,etc,2021-04-19,Turkey,www.Ebay.com,U3483|U1866,N,purchase made while traveling
202,69,Marc Galdson,12,etc,etc,card,542,etc,2022-09-24,Italy,www.Amazon.com,$37737$1321,N,no inventory
203,42,Sherry Cher,12,etc,etc,Internet Banking ,865,etc,2020-10-02,Ireland,www.Wal-Mart.com,F1066mF1904,N,no inventory
204,56,Harper Gene,15,etc,etc,Internet Banking ,569,etc,2021-01-28,France,www.Target.com,n668Xn3216,Y,
205,38,Honey Wells,0,Computer,electronics,card,294,500.99,2022-07-03,New Zealand,www.Target.com,T1111wT2785,N,processor declined
206,72,Paisley Everly,11,etc,etc,Internet Banking ,650,etc,2022-12-17,Portugal,www.Target.com,%804*%3053,Y,
207,47,Cynthia Dean,9,bike,bikes,Internet Banking ,798,Error,2021-05-27,ERROR,www.Target.com,o41169o1275,Y,
208,62,Emma Streak,17,etc,etc,Internet Banking ,259,etc,2021-02-07,Italy,www.Wal-Mart.com,G4664`G2192,Y,
209,60,Amelia Crawford,25,etc,etc,wallet,19,etc,2022-03-30,United States,www.Target.com,{697Z{3483,Y,
210,36,Rudy Derr,17,etc,etc,UPI,552,etc,2020-05-12,Iceland,www.Ebay.com,%47744%3161,Y,
