Order_ID,Customer_ID,Customer_name,Product_ID,Product_name,Producty_catagory,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
121,22,Inga,7,TV,electornic,internet banking,6,200.99,10/08/2020 09:50 AM,Saint Kitts and Nevis,Enugu,Target.com,50021,Y,
122,23,Ginnie,6,milk,food,UPI,23,3.99,07/22/2020 09:10 PM,Costa Rica,Guayaquil,Walmart.com,50022,Y,
123,24,Shell,1,Shirt,clothes,internet banking,8,6.99,05/10/2020 11:26 PM,"Palestinian Territory, Occupied",Chittagong,KMart.com,50023,N,account has been closed
124,25,Hope,9,bike,bikes,UPI,1,199.99,04/17/2020 01:03 AM,United Kingdom,Philadelphia,Ebay.com,50024,Y,
125,26,Ana,1,Shirt,clothes,internet banking,19,65.99,09/13/2020 12:30 PM,Estonia,###,Khols.com,50025,Y,
126,27,Moyna,2,Pants,clothes,internet banking,12,65.99,12/05/2020 08:54 PM,Luxembourg,Copenhagen,CVS.com,50026,Y,
127,28,Siana,7,TV,electornic,Wallet,11,500.99,01/14/2020 11:33 AM,Pakistan,Cebu City,CVS.com,50027,Y,
128,29,Evita,9,bike,bikes,Wallet,27,199.99,12/02/2020 04:32 AM,Bolivia,Ilh√©us,Amazon.com,50028,Y,
129,30,Annora,1,Shirt,clothes,card,16,65.99,01/21/2020 01:29 PM,Czech Republic,Stanley,Sears.com,50029,N,processor declined
130,31,Ileana,4,bannana,food,card,24,6.99,03/31/2020 01:00 PM,Nicaragua,Nouakchott,Ebay.com,50030,Y,
131,32,Jorry,8,phone,electornic,internet banking,19,200.99,05/21/2020 05:54 AM,Gibraltar,Athens,Publix.com,50031,N,processor declined
132,33,Cecile,5, eggs,food,Wallet,20,6.99,12/23/2020 03:26 AM,Algeria,Changchun,Sears.com,50032,N,purchase made while traveling
133,34,Florie,4,bannana,food,Wallet,20,5.99,04/24/2020 03:18 AM,Algeria,Belfast,SamsClub.com,^^^,Y,
134,35,Aurelie,10, bike tires,bikes,card,7,300.99,09/26/2020 04:12 PM,India,New Delhi,JCPenney.com,50034,N,insufficient funds
135,36,Vinita,7,TV,electornic,UPI,25,500.99,09/03/2020 06:46 PM,United Kingdom,Shillong,SamsClub.com,50035,Y,
136,37,Tami,3,hat,clothes,card,30,10.99,11/16/2020 02:59 PM,Mongolia,Chengdu,Office Depot.com,50036,N,purchase made while traveling
137,38,Sophia,5, eggs,food,Wallet,27,3.99,07/24/2020 12:16 PM,France,Bern,Costco.com,50037,N,payment gateway is misconfigured
138,39,Nessie,7,TV,electornic,Wallet,5,50.99,12/16/2020 08:15 PM,Spain,Caracas,Macys.com,50038,Y,
139,40,Tami,8,phone,electornic,UPI,4,50.99,12/03/2020 09:46 AM,Croatia,S√£o Tom√©,SamsClub.com,50039,Y,
140,41,Melodie,6,milk,food,UPI,1,6.99,02/10/2020 09:13 PM,Equatorial Guinea,Medell√≠n,Macys.com,50040,N,payment gateway is misconfigured
141,42,Dione,3,hat,clothes,card,13,40.99,03/06/2020 08:45 AM,Saint Pierre and Miquelon,Malacca Town,Sears.com,50041,N,expired card
142,43,Aeriela,8,phone,electornic,Wallet,17,100.99,07/09/2020 02:20 AM,Liberia,Charlotte,Sears.com,50042,Y,
143,44,Imojean,2,Pants,clothes,UPI,23,6.99,09/09/2020 06:41 AM,Martinique,Hilo,Walmart.com,50043,N,blocked by merchant account
144,45,Susette,5, eggs,food,Wallet,20,13.99,02/02/2020 04:12 PM,Philippines,Liverpool,Ebay.com,50044,N,no inventory
145,46,Darlleen,2,Pants,clothes,card,3,10.99,01/02/2020 07:57 PM,Poland,Yakutsk,CVS.com,50045,Y,
146,47,Isa,6,milk,food,card,21,3.99,10/02/2020 01:33 AM,Colombia,Djibouti (city),Office Depot.com,50046,N,Credit card type isnít accepted
147,48,Rani,2,Pants,clothes,card,24,5.99,12/18/2020 08:46 AM,Nepal,Montevideo,Office Depot.com,50047,Y,
148,49,Raina,10, bike tires,bikes,card,9,ERROR,08/26/2020 03:20 AM,Algeria,Sucre,Costco.com,50048,N,no inventory
149,50,Janenna,6,milk,food,Wallet,5,13.99,09/10/2020 09:23 AM,Samoa,Kano,KMart.com,50049,N,expired card
150,51,Micheline,5, eggs,food,internet banking,6,15.99,08/28/2020 07:06 AM,Kenya,San Juan,JCPenney.com,50050,&&&,account has been closed
151,52,Patricia,9,bike,bikes,internet banking,5,199.99,03/12/2020 03:28 PM,Sri Lanka,Winnipeg,Ebay.com,50051,Y,
152,53,Melisent,8,phone,electornic,Wallet,19,100.99,04/10/2020 11:17 PM,Benin,Gold Coast,Ebay.com,50052,N,account has been closed
153,54,Nikki,5, eggs,food,card,12,3.99,06/06/2020 02:06 AM,Philippines,Chongjin,Macys.com,50053,N,account has been closed
154,55,Odessa,8,phone,electornic,Wallet,17,50.99,06/03/2020 06:04 AM,India,Whitehorse,Macys.com,50054,Y,
155,56,Beth,10, bike tires,bikes,card,9,300.99,06/13/2020 06:38 PM,"Moldova, Republic of",Hyderabad,SamsClub.com,50055,Y,
156,57,Lexine,6,milk,food,UPI,2,6.99,03/02/2020 04:35 AM,American Samoa,Multan,Walmart.com,50056,Y,
157,58,Marti,7,TV,electornic,UPI,25,5.99,02/15/2020 04:42 PM,Iraq,Budapest,KMart.com,50057,Y,
158,59,Blake,6,milk,food,card,24,6.99,07/16/2020 03:53 PM,French Southern Territories,Fortaleza,Office Depot.com,50058,N,purchase made while traveling
159,60,Madalyn,1,Shirt,clothes,internet banking,3,40.99,06/23/2020 11:34 PM,Brunei Darussalam,Alofi,Macys.com,50059,Y,
160,61,Shandie,7,TV,electornic,Wallet,28,200.99,09/17/2020 02:20 PM,Luxembourg,Hamilton,Ebay.com,50060,Y,
161,62,Elka,7,TV,electornic,UPI,6,5.99,10/12/2020 04:06 PM,Samoa,Bern,Office Depot.com,50061,N,blocked by merchant account
162,63,Joeann,9,bike,bikes,card,27,350.99,10/25/2020 02:15 AM,Tajikistan,Z√ºrich,KMart.com,50062,Y,
163,64,Gavrielle,10, bike tires,bikes,UPI,30,350.99,12/20/2020 07:30 PM,"Cote D""Ivoire",Linz,Target.com,50063,Y,
164,65,Kimmy,5, eggs,food,internet banking,17,3.99,07/31/2020 07:32 AM,Liberia,Lubumbashi,SamsClub.com,50064,Y,
165,66,Marita,5, eggs,food,Wallet,25,15.99,11/06/2020 08:04 AM,Equatorial Guinea,Mashhad,Sears.com,50065,Y,
166,67,Cissiee,5, eggs,food,card,24,5.99,04/19/2020 10:00 AM,Japan,London,Sears.com,50066,N,insufficient funds
167,68,Larine,2,Pants,clothes,UPI,3,65.99,04/11/2020 07:43 AM,Vanuatu,Handan,Macys.com,50067,N,purchase made while traveling
168,69,Aili,9,bike,bikes,internet banking,21,350.99,06/17/2020 08:24 AM,Christmas Island,Sydney,Office Depot.com,50068,N,payment gateway is misconfigured
169,70,Tarra,5, eggs,food,Wallet,7,3.99,05/24/2020 01:16 PM,Kazakhstan,Malacca Town,KMart.com,50069,N,processor declined
170,71,Jasmina,7,TV,electornic,Wallet,6,100.99,07/11/2020 09:40 AM,Morocco,Semarang,Target.com,50070,N,insufficient funds
171,72,Lonnie,5, eggs,food,Wallet,13,15.99,09/30/2020 06:11 AM,Anguilla,Kuwait City,SamsClub.com,50071,Y,
172,73,Yolane,5, eggs,food,card,2,13.99,09/02/2020 07:58 PM,Antigua and Barbuda,Surat Thani,Amazon.com,50072,Y,
173,74,Jinny,8,phone,electornic,UPI,12,5.99,05/09/2020 01:12 PM,Afghanistan,Riga,KMart.com,50073,Y,
174,75,Lanae,6,milk,food,internet banking,14,15.99,08/08/2020 01:03 AM,French Southern Territories,Sofia,CVS.com,50074,Y,
175,76,Cordi,10, bike tires,bikes,internet banking,26,350.99,09/04/2020 04:51 AM,Mozambique,Avarua,Office Depot.com,50075,Y,
176,77,Gerrie,4,bannana,food,card,16,5.99,02/21/2020 05:49 PM,Tunisia,Ciudad del Este,Khols.com,50076,N,payment gateway is misconfigured
177,78,Florie,10, bike tires,bikes,UPI,2,150.99,08/17/2020 07:16 PM,Morocco,Daegu,Macys.com,50077,Y,
178,79,Kirbee,9,bike,bikes,card,30,199.99,07/08/2020 03:57 PM,New Caledonia,Dakar,Macys.com,50078,N,purchase made while traveling
179,80,Pollyanna,1,Shirt,clothes,card,1,6.99,01/28/2020 02:15 AM,Tunisia,Banda Aceh,Macys.com,50079,N,no inventory
180,81,Dominga,7,TV,electornic,UPI,6,500.99,03/14/2020 04:40 AM,Ukraine,Campo Grande,Costco.com,50080,N,purchase made while traveling
181,82,Sibella,7,TV,electornic,internet banking,30,100.99,12/15/2020 10:50 PM,RWANDA,Rio Branco,Publix.com,50081,N,Credit card type isnít accepted
182,83,Jemie,3,hat,clothes,internet banking,10,40.99,12/06/2020 10:08 PM,Christmas Island,Rio Branco,SamsClub.com,50082,N,Credit card type isnít accepted
183,84,Carolina,8,phone,electornic,UPI,19,5.99,ERROR,Liberia,Tartu,Ebay.com,50083,N,purchase made while traveling
184,85,Korrie,1,Shirt,clothes,card,26,6.99,11/05/2020 06:18 AM,Estonia,Tianjin,Ebay.com,50084,N,Invalid credit card number
185,86,Konstance,9,bike,bikes,UPI,14,150.99,07/24/2020 01:07 PM,Gibraltar,Macau,SamsClub.com,50085,N,insufficient funds
186,87,Laurene,5, eggs,food,card,27,13.99,12/14/2020 03:58 PM,Italy,Rawalpindi,CVS.com,50086,Y,
187,88,Laurene,1,Shirt,clothes,Wallet,9,6.99,04/27/2020 06:12 AM,Yemen,Tbilisi,KMart.com,50087,N,payment gateway is misconfigured
188,89,Deedee,7,TV,electornic,internet banking,30,50.99,05/30/2020 06:09 AM,Turkmenistan,Cali,KMart.com,50088,N,account has been closed
189,90,Shaine,9,bike,bikes,card,4,150.99,01/13/2020 12:58 AM,Belize,Dresden,Costco.com,50089,Y,
190,91,Vevay,4,bannana,food,UPI,5,15.99,08/09/2020 07:44 AM,Cambodia,Valencia,SamsClub.com,50090,Y,
191,92,Jacenta,2,Pants,clothes,internet banking,8,6.99,03/15/2020 11:59 AM,Niue,Yerevan,JCPenney.com,50091,Y,$$$$
192,93,Roxane,9,bike,bikes,UPI,4,199.99,03/05/2020 08:53 AM,Dominican Republic,Fairbanks,KMart.com,50092,N,account has been closed
193,94,Katharina,apple, eggs,food,card,23,3.99,02/01/2020 08:09 PM,Panama,Guatemala City,Amazon.com,50093,Y,
194,95,Carol-Jean,10, bike tires,bikes,card,3,250.99,12/19/2020 04:33 AM,Faroe Islands,Tianjin,Publix.com,50094,Y,
195,96,Corry,9,bike,bikes,card,23,250.99,07/24/2020 11:21 PM,"Palestinian Territory, Occupied",Charlotte Amalie,Publix.com,50095,Y,
196,97,Kaia,9,bike,bikes,UPI,18,199.99,03/29/2020 01:49 AM,Panama,Charlotte Amalie,Target.com,50096,Y,
197,98,Marguerite,2,Pants,clothes,card,9,5.99,06/12/2020 08:08 AM,Mayotte,Almaty,Sears.com,50097,Y,
198,99,Rani,2,Pants,clothes,UPI,29,6.99,04/09/2020 08:44 AM,"Korea, Democratic People""S Republic of",Batticaloa,KMart.com,50098,N,expired card
199,100,Dorice,7,TV,electornic,UPI,16,5.99,04/28/2020 02:29 PM,Pitcairn,San Juan,Khols.com,50099,Y,
200,101,Ira,8,phone,electornic,card,29,100.99,10/14/2020 03:23 PM,Nauru,Zamboanga City,CVS.com,50100,N,no inventory
201,102,Lindie,4,bannana,food,UPI,21,15.99,07/13/2020 06:22 PM,Hungary,San Jos√©,Amazon.com,50101,Y,
202,103,Kassey,7,TV,electornic,card,6,50.99,07/04/2020 10:40 PM,Jersey,Pristina,JCPenney.com,50102,N,processor declined
203,104,Margette,10, bike tires,bikes,UPI,19,199.99,10/15/2020 03:55 AM,Belize,Bishkek,JCPenney.com,50103,Y,
204,105,Melanie,2,Pants,clothes,UPI,18,10.99,10/25/2020 12:13 AM,Austria,Guayaquil,SamsClub.com,50104,N,purchase made while traveling
205,106,Melina,4,bannana,food,internet banking,15,3.99,03/23/2020 04:23 AM,Montserrat,Yogyakarta (city),Office Depot.com,50105,N,account has been closed
206,107,Betta,9,bike,bikes,UPI,19,350.99,04/06/2020 05:14 AM,Maldives,Birkirkara,Macys.com,50106,Y,
207,108,Katuscha,10, bike tires,bikes,card,23,350.99,07/24/2020 11:01 AM,Liechtenstein,Athens,Sears.com,50107,Y,
208,109,Althea,8,phone,electornic,Wallet,10,50.99,12/28/2020 09:42 AM,South Africa,Caracas,Target.com,50108,N,expired card
209,110,Asia,9,bike,bikes,UPI,30,350.99,06/29/2020 05:23 AM,Suriname,Oklahoma City,Khols.com,50109,N,expired card
210,111,Alia,2,Pants,clothes,card,13,5.99,04/02/2020 05:08 PM,Kyrgyzstan,Oklahoma City,Target.com,50110,N,no inventory
211,112,Roberta,10, bike tires,bikes,UPI,4,150.99,02/25/2020 10:22 PM,Estonia,Tallinn,JCPenney.com,50111,Y,
212,113,Louella,4,bannana,food,###,12,15.99,05/29/2020 10:46 PM,Trinidad and Tobago,Santa Cruz de Tenerife,KMart.com,50112,N,incorrectly entered information
213,114,Christian,1,Shirt,clothes,UPI,15,5.99,01/31/2020 03:45 AM,Hungary,Mal√©,Khols.com,50113,Y,
214,115,Frances,5, eggs,food,internet banking,5,15.99,11/22/2020 11:34 AM,Trinidad and Tobago,Charlotte,Macys.com,50114,Y,
215,116,Tani,5, eggs,food,Wallet,23,15.99,10/10/2020 07:46 PM,French Polynesia,Livingstone,Walmart.com,50115,Y,
216,117,Amii,6,milk,food,Wallet,25,15.99,02/15/2020 04:47 PM,Comoros,Kiev,Costco.com,50116,N,payment gateway is misconfigured
217,118,Elmira,10, bike tires,bikes,internet banking,27,350.99,09/26/2020 08:59 AM,Madagascar,Prague,Costco.com,50117,N,processor declined
218,119,Ottilie,6,milk,food,UPI,12,3.99,10/17/2020 05:10 PM,Poland,S√£o Jos√© dos Campos,Costco.com,50118,N,blocked by merchant account
219,120,Kirbee,7,TV,electornic,card,20,500.99,05/16/2020 05:59 PM,Nepal,Denver,SamsClub.com,50119,N,Invalid credit card number
220,121,Winny,7,TV,electornic,UPI,24,200.99,09/06/2020 02:10 PM,Uzbekistan,Avarua,Publix.com,50120,N,blocked by merchant account
221,122,Carlie,1,Shirt,clothes,Wallet,19,40.99,10/12/2020 09:54 PM,"Macedonia, The Former Yugoslav Republic of",Almaty,Khols.com,50121,N,payment gateway is misconfigured
222,123,Linzy,1,Shirt,clothes,internet banking,28,6.99,08/19/2020 06:21 PM,Norway,Anchorage,Costco.com,50122,N,Credit card type isnít accepted
223,124,Dorice,4,bannana,food,UPI,6,13.99,09/04/2020 01:58 PM,Kyrgyzstan,Prague,Macys.com,50123,N,incorrectly entered information
224,125,Charissa,5, eggs,food,internet banking,27,3.99,12/30/2020 04:38 AM,Viet Nam,Montreal,Sears.com,50124,Y,
225,126,Calla,1,Shirt,clothes,card,21,6.99,01/06/2020 07:03 PM,Turks and Caicos Islands,Brikama,Sears.com,50125,Y,
226,127,Cathie,4,bannana,food,card,16,5.99,11/25/2020 08:09 PM,Bulgaria,Kharkiv,Office Depot.com,50126,N,purchase made while traveling
227,128,Goldie,1,Shirt,clothes,UPI,27,6.99,11/15/2020 07:31 AM,Bulgaria,Strasbourg,Khols.com,50127,N,insufficient funds
228,129,Renie,10, bike tires,bikes,UPI,30,150.99,03/16/2020 04:02 AM,Isle of Man,Jeddah,Target.com,50128,N,insufficient funds
229,130,Teddie,5, eggs,food,Wallet,26,13.99,04/08/2020 01:46 AM,Central African Republic,Recife,JCPenney.com,50129,Y,
230,131,Marcelline,9,bike,bikes,card,4,300.99,12/06/2020 05:11 AM,Mongolia,Madrid,Macys.com,50130,Y,
231,132,Tressa,8,phone,electornic,UPI,12,500.99,01/24/2020 09:54 AM,San Marino,Pago Pago,Walmart.com,50131,N,no inventory
232,133,Blake,2,Pants,clothes,internet banking,9,65.99,12/26/2020 04:58 PM,Guernsey,Sukhumi,Macys.com,50132,N,no inventory
233,134,Aaren,4,bannana,food,UPI,10,5.99,03/30/2020 07:08 PM,"Congo, The Democratic Republic of the",Douala,JCPenney.com,50133,N,payment gateway is misconfigured
234,135,Brana,3,^^^,clothes,internet banking,4,5.99,08/05/2020 11:23 AM,Tunisia,Buenos Aires,Office Depot.com,50134,Y,
235,136,ERROR,8,phone,electornic,internet banking,11,200.99,08/28/2020 11:44 AM,Mali,Barcelona,Khols.com,50135,N,account has been closed
236,137,Consuela,5, eggs,food,UPI,2,15.99,01/29/2020 10:23 PM,Monaco,Maputo,Walmart.com,50136,Y,
237,138,Celene,4,bannana,food,ERROR,2,5.99,06/28/2020 08:10 PM,Christmas Island,Cebu City,Costco.com,50137,N,no inventory
238,139,Sharlene,2,Pants,clothes,Wallet,19,65.99,11/04/2020 04:00 PM,Burkina Faso,Asunci√≥n,KMart.com,50138,Y,
239,140,Renie,4,bannana,food,card,10,3.99,12/23/2020 10:27 PM,Serbia and Montenegro,Invercargill,Sears.com,50139,N,Invalid credit card number
240,141,Kayla,3,hat,clothes,UPI,16,6.99,04/20/2020 08:45 AM,Philippines,Alexandria,KMart.com,50140,N,insufficient funds
241,142,Lusa,5, eggs,food,card,4,3.99,06/13/2020 12:54 PM,Serbia and Montenegro,Tashkent,Sears.com,50141,N,processor declined
242,143,Janeczka,4,bannana,food,card,3,13.99,01/07/2020 04:53 PM,Cape Verde,Linz,CVS.com,50142,Y,
243,144,Kittie,5, eggs,food,Wallet,3,5.99,02/06/2020 05:11 AM,Gibraltar,Pristina,Walmart.com,50143,N,incorrectly entered information
244,145,Lily,8,phone,electornic,Wallet,15,50.99,05/04/2020 08:38 PM,Mauritius,Mogadishu,Walmart.com,50144,N,processor declined
245,146,Kellen,3,hat,clothes,card,5,6.99,03/13/2020 02:43 PM,Botswana,Pattaya,Costco.com,50145,Y,
246,147,Regina,2,Pants,clothes,internet banking,6,65.99,05/09/2020 09:23 PM,Hong Kong,Mecca,SamsClub.com,50146,Y,
247,148,Ayn,7,TV,electornic,UPI,10,5.99,09/10/2020 01:39 PM,United States,Chennai,CVS.com,50147,Y,
248,149,Shell,5, eggs,food,card,1,15.99,01/13/2020 12:17 AM,"Moldova, Republic of",Kuching,Walmart.com,50148,Y,
249,150,Carilyn,10, bike tires,bikes,internet banking,14,250.99,11/24/2020 08:24 AM,Ecuador,Port Vila,Walmart.com,50149,Y,
250,151,Heida,2,Pants,clothes,Wallet,19,65.99,03/27/2020 07:39 AM,"Tanzania, United Republic of",Dhaka,Macys.com,50150,N,expired card
251,152,Jordan,7,TV,electornic,Wallet,8,5.99,01/11/2020 09:17 AM,Uganda,Kuala Lumpur,Khols.com,50151,N,payment gateway is misconfigured
252,153,Monika,8,phone,electornic,UPI,30,5.99,05/14/2020 07:03 AM,Kyrgyzstan,Davao City,Costco.com,50152,Y,
253,154,Melina,10, bike tires,bikes,card,5,150.99,04/09/2020 08:10 AM,"Korea, Republic of",Kolkata,Ebay.com,50153,N,payment gateway is misconfigured
254,155,Dotty,3,hat,clothes,card,17,65.99,11/18/2020 07:48 AM,"Lao People""S Democratic Republic",Kandy,Macys.com,50154,Y,
255,156,Doro,5, eggs,food,card,16,13.99,05/02/2020 12:44 PM,Burkina Faso,Dededo,Walmart.com,50155,N,purchase made while traveling
256,157,Nonnah,8,phone,electornic,card,21,5.99,07/03/2020 09:29 AM,"Virgin Islands, U.S.",City of San Marino,Walmart.com,50156,N,insufficient funds
257,158,Karena,1,Shirt,clothes,UPI,6,65.99,04/07/2020 12:14 AM,Kuwait,Winnipeg,Ebay.com,50157,N,processor declined
258,159,Dolli,2,Pants,clothes,internet banking,6,5.99,09/19/2020 06:51 PM,"Micronesia, Federated States of",Kuwait City,JCPenney.com,50158,N,blocked by merchant account
259,160,Cissiee,5, eggs,food,UPI,22,15.99,12/31/2020 04:37 PM,RWANDA,Johor Bahru,Ebay.com,###,Y,
260,161,Genevra,6,milk,food,Wallet,29,15.99,07/29/2020 06:51 PM,"Cote D""Ivoire",Barcelona,KMart.com,50160,Y,
261,162,Bobbi,8,phone,electornic,internet banking,7,500.99,08/31/2020 05:21 AM,Australia,Vilnius,CVS.com,50161,N,no inventory
262,163,Jere,8,phone,electornic,card,19,50.99,08/21/2020 01:42 PM,American Samoa,Phnom Penh,Costco.com,50162,N,expired card
263,164,Larine,4,bannana,ERROR,UPI,24,15.99,07/03/2020 10:03 PM,Martinique,C√≥rdoba,Publix.com,50163,Y,
264,165,Emma,9,bike,bikes,Wallet,30,199.99,06/04/2020 02:28 PM,Western Sahara,Dongguan,KMart.com,50164,Y,
265,166,Lorenza,4,bannana,food,UPI,17,3.99,10/03/2020 01:18 AM,Gabon,Koulikoro,JCPenney.com,50165,N,insufficient funds
ERROR,167,Dede,5, eggs,food,card,16,5.99,11/13/2020 08:26 PM,Croatia,Recife,Publix.com,50166,Y,
267,168,Courtnay,1,Shirt,clothes,internet banking,2,5.99,09/10/2020 09:42 AM,apple,Bergen,Ebay.com,50167,N,no inventory
268,169,Ginnie,2,Pants,clothes,Wallet,23,65.99,09/01/2020 03:22 AM,Aruba,Cayenne,Ebay.com,50168,N,processor declined
269,170,Melisent,2,Pants,clothes,card,30,10.99,03/18/2020 02:15 PM,Benin,Muscat,Macys.com,50169,N,no inventory
270,171,Shell,8,phone,electornic,UPI,22,100.99,11/09/2020 08:20 AM,Mexico,Shijiazhuang,SamsClub.com,50170,Y,
271,172,Lynnea,8,phone,electornic,UPI,25,500.99,05/08/2020 05:05 AM,Congo,Riverside,CVS.com,50171,Y,
272,173,Marinna,9,bike,bikes,UPI,20,300.99,07/04/2020 05:12 AM,Azerbaijan,Harare,Khols.com,50172,Y,
273,174,Nelle,2,Pants,clothes,UPI,19,40.99,07/25/2020 07:48 PM,Saint Helena,Conakry,Amazon.com,50173,N,incorrectly entered information
274,175,Evita,4,bannana,food,UPI,12,5.99,07/12/2020 05:08 AM,South Georgia and the South Sandwich Islands,Samara,Macys.com,50174,N,Invalid credit card number
275,176,Marsiella,3,hat,clothes,card,1,5.99,12/05/2020 11:30 PM,Estonia,Kanpur,Walmart.com,50175,N,expired card
276,177,Meg,7,TV,electornic,UPI,11,50.99,09/21/2020 10:23 PM,South Georgia and the South Sandwich Islands,Singapore,SamsClub.com,50176,N,incorrectly entered information
277,178,Millie,7,TV,electornic,UPI,12,50.99,12/04/2020 02:22 AM,Somalia,Yaound√©,Publix.com,50177,N,blocked by merchant account
278,179,Zaria,5, eggs,food,Wallet,3,6.99,07/14/2020 10:38 AM,Bermuda,Geelong,Walmart.com,50178,Y,
279,180,Donetta,6,milk,food,card,2,3.99,03/04/2020 12:26 AM,Sierra Leone,Kunming,Ebay.com,50179,N,Credit card type isnít accepted
280,181,Lauryn,7,TV,electornic,internet banking,10,100.99,07/06/2020 06:37 AM,Trinidad and Tobago,Asmara,Amazon.com,50180,N,payment gateway is misconfigured
281,182,Tori,9,bike,bikes,internet banking,8,150.99,03/11/2020 06:26 PM,Martinique,Chicago,CVS.com,50181,Y,
282,183,Jackie,9,bike,bikes,Wallet,5,199.99,12/26/2020 10:12 PM,Thailand,Noum√©a,Office Depot.com,50182,N,Credit card type isnít accepted
283,184,Consuela,1,Shirt,clothes,Wallet,24,65.99,09/22/2020 06:20 PM,Faroe Islands,Singapore,SamsClub.com,50183,Y,
284,185,Roxane,10, bike tires,bikes,Wallet,11,300.99,09/18/2020 03:30 PM,Saint Kitts and Nevis,Shenyang,SamsClub.com,50184,Y,
285,186,Bernardine,4,$$$$,food,UPI,1,5.99,03/08/2020 09:27 PM,Australia,Birkirkara,Target.com,50185,N,no inventory
286,187,Fredericka,4,bannana,food,Wallet,6,6.99,09/13/2020 06:20 PM,French Polynesia,Shanghai,SamsClub.com,50186,N,account has been closed
287,188,Kate,8,phone,electornic,UPI,6,500.99,^^^,India,Oranjestad,Amazon.com,50187,Y,
288,189,Amelia,8,phone,electornic,card,9,5.99,04/04/2020 03:42 PM,Chile,√úr√ºmqi,CVS.com,50188,N,Invalid credit card number
289,190,^^^,4,bannana,food,card,22,13.99,03/30/2020 05:09 PM,Guatemala,Detroit,Khols.com,50189,Y,
290,191,Vere,4,bannana,food,$$$$,11,15.99,07/15/2020 09:48 PM,Namibia,Podgorica,SamsClub.com,50190,N,incorrectly entered information
291,192,Mureil,1,Shirt,clothes,Wallet,21,40.99,12/07/2020 02:58 PM,American Samoa,Gaborone,Ebay.com,50191,Y,
292,193,Chandra,6,milk,food,internet banking,12,15.99,10/19/2020 05:18 PM,Haiti,Shenyang,Costco.com,50192,N,expired card
