Order_ID,Customer_ID,Name,Product_ID,Product_name,Product_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
127,28,Rodmann,2,Pants,clothes,7,10.99,03/24/2020 01:40 PM,Madagascar,Pretoria,target.com,6280,N,Invalid credit card number
128,29,Malina,5, eggs,food,4,15.99,07/12/2020 06:23 PM,Georgia,Dededo,bestbuy.com,6643,N,Credit card type isnít accepted
129,30,Hertzfeld,2,Pants,clothes,1,40.99,07/29/2020 02:52 AM,Heard Island and Mcdonald Islands,Gaza,bestbuy.com,8451,Y,
130,31,Marisa,4,bannana,food,12,5.99,06/15/2020 07:45 PM,Indonesia,Rome,jcpenny.com,8070,Y,
131,32,Brandice,6,milk,food,14,3.99,07/19/2020 08:40 PM,Northern Mariana Islands,Odessa,jcpenny.com,8742,N,account has been closed
132,33,Lea,4,bannana,food,12,6.99,01/12/2020 08:24 PM,South Africa,Regina,walmart.com,6966,N,incorrectly entered information
133,34,Carvey,1,Shirt,clothes,7,65.99,06/03/2020 11:10 PM,Netherlands Antilles,Faisalabad,khols.com,5786,Y,
134,35,Pandolfi,4,bannana,food,19,13.99,12/07/2020 10:50 PM,"Virgin Islands, U.S.",Zhengzhou,jcpenny.com,7897,Y,
135,36,Bluh,5, eggs,food,11,3.99,03/23/2020 12:06 PM,"Iran, Islamic Republic Of",Malabo,jcpenny.com,6508,Y,
136,37,Kermit,5, eggs,food,2,6.99,03/15/2020 11:21 PM,Kiribati,Almaty,walmart.com,6273,N,incorrectly entered information
137,38,Cloris,2,Pants,clothes,17,10.99,05/31/2020 08:16 PM,Northern Mariana Islands,Birmingham,target.com,8364,Y,
138,39,Arquit,10, bike tires,bikes,17,300.99,11/30/2020 10:30 AM,Ecuador,Iquique,walmart.com,8040,Y,
139,40,Khorma,4,bannana,food,15,3.99,09/09/2020 06:01 PM,Brazil,Chittagong,bestbuy.com,6623,Y,
140,41,Caitlin,8,phone,electornic,3,100.99,01/20/2020 10:13 AM,Nigeria,Chiang Mai,bestbuy.com,6461,Y,
141,42,McGrody,3,hat,clothes,16,5.99,06/24/2020 08:59 PM,Nepal,Porto-Novo,khols.com,6848,Y,
142,43,Ilka,8,phone,electornic,5,200.99,06/01/2020 11:50 PM,Ghana,Dubai,target.com,6726,Y,
143,44,Rozanna,3,hat,clothes,4,10.99,04/25/2020 10:51 AM,Georgia,Budapest,khols.com,6532,N,expired card
144,45,Secrest,4,bannana,food,9,3.99,06/22/2020 04:30 AM,United Kingdom,Gangtok,bestbuy.com,4676,N,insufficient funds
145,46,Kesley,3,hat,clothes,6,40.99,06/13/2020 02:45 AM,Puerto Rico,Salt Lake City,khols.com,7132,N,processor declined
146,47,Gavrila,9,bike,bikes,3,150.99,06/26/2020 09:36 AM,Macao,Guangzhou,jcpenny.com,8016,N,insufficient funds
147,48,Olin,8,phone,electornic,20,50.99,09/20/2020 04:18 AM,French Polynesia,El Paso,khols.com,6159,N,account has been closed
148,49,Shuler,1,Shirt,clothes,6,10.99,02/16/2020 01:25 PM,Chile,Niamey,jcpenny.com,7355,N,incorrectly entered information
149,50,Even,3,hat,clothes,11,10.99,09/02/2020 12:42 PM,Burkina Faso,Thessaloniki,jcpenny.com,8930,Y,
150,51,Cassius,4,bannana,food,2,13.99,12/16/2020 02:41 AM,Tajikistan,Malm√∂,walmart.com,8442,N,incorrectly entered information
151,52,Nelsen,8,phone,electornic,16,5.99,04/06/2020 05:08 PM,Myanmar,San Antonio,khols.com,5123,Y,
152,53,Kosey,2,Pants,clothes,14,65.99,05/14/2020 10:44 AM,Denmark,Bah√≠a Blanca,jcpenny.com,5617,N,blocked by merchant account
153,54,Gabrielli,10, bike tires,bikes,19,250.99,01/27/2020 05:45 AM,Egypt,Managua,bestbuy.com,8763,Y,
154,55,Iiette,4,bannana,food,14,3.99,03/28/2020 11:15 PM,Belize,Palma,jcpenny.com,5648,N,incorrectly entered information
155,56,Jaylene,7,TV,electornic,20,100.99,10/22/2020 07:22 AM,Philippines,Cali,jcpenny.com,4898,Y,
156,57,Hashim,4,bannana,food,19,5.99,01/26/2020 11:24 AM,Mauritius,Nanjing,walmart.com,7816,Y,
157,58,Wilona,5, eggs,food,3,15.99,03/13/2020 10:28 AM,Kuwait,Lyon,walmart.com,8234,N,incorrectly entered information
158,59,Wind,5, eggs,food,5,5.99,07/19/2020 11:19 PM,Uruguay,Valletta,bestbuy.com,5630,N,account has been closed
159,60,Delacourt,5, eggs,food,1,15.99,05/06/2020 04:02 AM,Samoa,Dongguan,khols.com,4838,N,purchase made while traveling
160,61,Malvino,7,TV,electornic,3,500.99,07/07/2020 11:09 AM,Cayman Islands,Ambon,walmart.com,8857,Y,
161,62,Shuler,9,bike,bikes,7,250.99,06/29/2020 08:38 PM,Antigua and Barbuda,Cincinnati,khols.com,6513,N,purchase made while traveling
162,63,Lesley,5, eggs,food,8,15.99,11/28/2020 09:57 AM,Mexico,Whitehorse,bestbuy.com,8362,N,incorrectly entered information
163,64,Lymann,10, bike tires,bikes,20,199.99,11/18/2020 04:28 PM,AndorrA,Shijiazhuang,target.com,5206,Y,
164,65,Kussell,9,bike,bikes,20,250.99,07/12/2020 05:18 AM,Bhutan,Leeds,walmart.com,8703,N,expired card
165,66,Skurnik,10, bike tires,bikes,15,350.99,02/09/2020 12:24 AM,Turkmenistan,Bujumbura,khols.com,6248,N,account has been closed
166,67,Odysseus,10, bike tires,bikes,1,199.99,06/16/2020 10:26 AM,Western Sahara,South Tarawa,target.com,8993,N,account has been closed
167,68,Maiah,4,bannana,food,20,13.99,05/10/2020 08:11 PM,Croatia,Conakry,walmart.com,7484,N,no inventory
168,69,Georgy,9,bike,bikes,4,150.99,12/24/2020 11:21 PM,Afghanistan,Milan,jcpenny.com,5809,Y,
169,70,Buffum,5, eggs,food,11,3.99,09/24/2020 02:13 AM,"Iran, Islamic Republic Of",Bangui,khols.com,8431,Y,
170,71,Avi,1,Shirt,clothes,14,6.99,03/10/2020 09:44 AM,Mozambique,San Francisco,bestbuy.com,6225,N,Invalid credit card number
171,72,Claudine,1,Shirt,clothes,18,10.99,06/27/2020 03:03 PM,Lesotho,Providence,jcpenny.com,6010,Y,
172,73,Anselmi,3,hat,clothes,4,5.99,01/29/2020 06:18 AM,Samoa,Taiyuan,bestbuy.com,7659,N,insufficient funds
173,74,Leler,7,TV,electornic,16,5.99,12/05/2020 05:35 PM,Mali,Udon Thani,target.com,7793,Y,
174,75,Peti,2,Pants,clothes,16,6.99,04/21/2020 03:52 PM,Kyrgyzstan,La Serena,jcpenny.com,7645,Y,
175,76,Albertine,6,milk,food,1,5.99,10/11/2020 10:48 PM,French Southern Territories,Guwahati,khols.com,4548,N,insufficient funds
176,77,Lea,8,phone,electornic,8,200.99,04/07/2020 05:25 PM,Saint Kitts and Nevis,ƒ∞zmir,khols.com,8346,Y,
177,78,Harl,4,bannana,food,4,15.99,11/15/2020 01:21 AM,Montserrat,Mamoudzou,jcpenny.com,8108,Y,
178,79,Valerio,4,bannana,food,18,5.99,05/13/2020 07:57 AM,Philippines,Guangzhou,target.com,6439,Y,
179,80,Raul,1,Shirt,clothes,3,10.99,09/10/2020 04:34 PM,Kyrgyzstan,Kuwait City,target.com,8186,Y,
180,81,Hunfredo,10, bike tires,bikes,9,150.99,01/08/2020 04:17 AM,Denmark,Naypyidaw,khols.com,4743,N,blocked by merchant account
181,82,Sabella,5, eggs,food,10,3.99,07/18/2020 08:46 PM,Trinidad and Tobago,Manaus,walmart.com,5303,Y,
182,83,Read,5, eggs,food,10,15.99,05/03/2020 02:25 PM,Haiti,Nizhny Novgorod,jcpenny.com,5542,N,expired card
183,84,Bahr,2,Pants,clothes,4,65.99,06/10/2020 10:55 AM,Senegal,Manzini,target.com,8038,Y,
184,85,Marijo,1,Shirt,clothes,8,5.99,10/10/2020 01:47 AM,Northern Mariana Islands,Bursa,khols.com,7125,N,insufficient funds
185,86,Sherrie,9,bike,bikes,19,300.99,05/03/2020 07:23 AM,Iraq,Dublin,target.com,6400,N,insufficient funds
186,87,Abernon,9,bike,bikes,2,250.99,12/09/2020 06:48 PM,Pitcairn,Samara,jcpenny.com,7472,N,no inventory
187,88,Baylor,10, bike tires,bikes,13,350.99,04/22/2020 10:29 AM,Sweden,Omdurman,jcpenny.com,6773,N,account has been closed
188,89,Allys,3,hat,clothes,7,5.99,05/25/2020 02:48 PM,Belize,Guatemala City,jcpenny.com,5321,Y,
189,90,Valoniah,6,milk,food,2,13.99,08/09/2020 07:01 AM,Malta,Monrovia,target.com,5608,N,Invalid credit card number
190,91,Destinee,9,bike,bikes,12,350.99,03/05/2020 12:33 PM,Belgium,Helsinki,walmart.com,4524,Y,
191,92,Nea,5, eggs,food,12,6.99,06/02/2020 01:16 AM,"Macedonia, The Former Yugoslav Republic of",Pekanbaru,bestbuy.com,4549,Y,
192,93,Donoghue,3,hat,clothes,17,6.99,10/23/2020 09:35 AM,Haiti,Zanzibar City,target.com,5800,Y,
193,94,Baudin,7,TV,electornic,20,50.99,01/25/2020 05:22 AM,Solomon Islands,Nizhny Novgorod,target.com,7425,Y,
194,95,Lemuela,6,milk,food,3,6.99,08/25/2020 07:02 AM,Syrian Arab Republic,Salzburg,khols.com,7405,Y,
195,96,Zetta,8,phone,electornic,19,200.99,09/08/2020 12:58 PM,Senegal,Kandy,khols.com,7319,N,purchase made while traveling
196,97,Alarise,9,bike,bikes,14,199.99,02/08/2020 11:38 AM,Indonesia,Wollongong,target.com,7465,N,insufficient funds
197,98,Weinreb,3,hat,clothes,17,10.99,06/16/2020 02:07 PM,Malaysia,Wonsan,bestbuy.com,4716,N,Credit card type isnít accepted
198,99,Buttaro,10, bike tires,bikes,4,350.99,08/31/2020 12:29 PM,Greenland,Belmopan,bestbuy.com,5155,Y,
199,100,Hamil,9,bike,bikes,17,150.99,09/21/2020 08:56 AM,France,Tirana,target.com,7257,N,no inventory
200,101,Stover,3,hat,clothes,10,40.99,08/17/2020 12:42 PM,France,Papeete,bestbuy.com,4748,N,insufficient funds
201,102,Euridice,4,bannana,food,20,5.99,10/03/2020 12:46 PM,Argentina,S√£o Jos√© dos Campos,bestbuy.com,6628,Y,
202,103,Mike,2,Pants,clothes,8,6.99,05/07/2020 05:15 PM,Bahamas,Belgrade,target.com,7538,N,account has been closed
203,104,Dimitris,7,TV,electornic,3,50.99,06/20/2020 04:29 AM,"Iran, Islamic Republic Of",Thi√®s,khols.com,7192,Y,
204,105,Azeria,10, bike tires,bikes,13,150.99,12/01/2020 04:40 AM,Uganda,Rawalpindi,bestbuy.com,4788,N,processor declined
205,106,Kauppi,4,bannana,food,3,6.99,08/13/2020 02:54 AM,Syrian Arab Republic,Edmonton,walmart.com,5716,N,no inventory
206,107,Bashemeth,1,Shirt,clothes,6,65.99,04/20/2020 12:18 AM,Djibouti,Medan,khols.com,7922,Y,
207,108,Melleta,2,Pants,clothes,3,10.99,06/30/2020 04:46 PM,Kiribati,Bilbao,khols.com,8185,N,account has been closed
208,109,Leary,6,milk,food,19,5.99,11/22/2020 03:37 PM,Montserrat,Dededo,walmart.com,6381,N,purchase made while traveling
209,110,Tamsky,9,bike,bikes,9,350.99,09/24/2020 09:10 AM,Philippines,Lhasa,target.com,8855,N,no inventory
210,111,Dannye,5, eggs,food,1,15.99,08/22/2020 08:26 AM,Kenya,Amritsar,khols.com,8510,Y,
211,112,Garlinda,10, bike tires,bikes,1,150.99,08/03/2020 11:15 AM,Saudi Arabia,Glasgow,target.com,4673,N,Credit card type isnít accepted
212,113,Candy,3,hat,clothes,2,6.99,12/06/2020 06:43 PM,Ukraine,Bulawayo,jcpenny.com,7426,N,blocked by merchant account
213,114,Terrence,1,Shirt,clothes,5,5.99,11/18/2020 03:58 AM,"Moldova, Republic of",Gold Coast,bestbuy.com,6214,N,incorrectly entered information
214,115,Wyn,8,phone,electornic,20,100.99,12/24/2020 02:57 AM,Venezuela,Geelong,walmart.com,8905,N,payment gateway is misconfigured
215,116,Vharat,9,bike,bikes,13,300.99,07/10/2020 05:13 PM,Cuba,Houston,jcpenny.com,4640,N,purchase made while traveling
216,117,Tremayne,1,Shirt,clothes,14,5.99,12/01/2020 12:51 AM,Belize,Gda≈Ñsk,jcpenny.com,7393,Y,
217,118,Bettine,7,TV,electornic,6,200.99,02/12/2020 01:50 AM,Mexico,Asmara,bestbuy.com,7584,Y,
218,119,Niles,1,Shirt,clothes,5,6.99,01/02/2020 01:58 PM,Palau,Padang,target.com,8893,Y,
219,120,Autrey,9,bike,bikes,20,150.99,06/08/2020 12:46 PM,Norway,Castries,jcpenny.com,7362,Y,
220,121,Slifka,6,milk,food,16,15.99,12/22/2020 08:49 AM,"Lao People""S Democratic Republic",Tucson,target.com,7214,Y,
221,122,Dahlia,6,milk,food,8,3.99,04/11/2020 04:56 AM,Burkina Faso,Minneapolis,target.com,8139,N,processor declined
222,123,Vernier,1,Shirt,clothes,20,40.99,08/15/2020 09:18 AM,Indonesia,Sacramento,khols.com,8030,Y,
223,124,Ummersen,2,Pants,clothes,17,5.99,06/15/2020 01:33 PM,China,Chennai,jcpenny.com,7546,N,purchase made while traveling
224,125,Colp,4,bannana,food,18,6.99,06/17/2020 07:39 PM,Greece,Tucson,target.com,5937,Y,
225,126,Gordon,8,phone,electornic,15,100.99,06/07/2020 10:43 AM,Guernsey,Kandahar,target.com,5342,Y,
226,127,Franza,6,milk,food,9,15.99,04/18/2020 03:20 AM,Yemen,T√≥rshavn,target.com,8172,N,purchase made while traveling
227,128,Adrienne,9,bike,bikes,13,300.99,10/21/2020 09:45 PM,Egypt,Omsk,khols.com,7136,Y,
228,129,Kenney,5, eggs,food,1,3.99,02/10/2020 04:48 AM,"Palestinian Territory, Occupied",Bamako,khols.com,8576,Y,
229,130,Garrison,6,milk,food,15,6.99,09/18/2020 01:06 PM,"Macedonia, The Former Yugoslav Republic of",Bangui,walmart.com,7977,N,payment gateway is misconfigured
230,131,Cherianne,5, eggs,food,7,3.99,01/21/2020 11:58 AM,"Korea, Republic of",Oslo,walmart.com,7945,N,insufficient funds
231,132,Kylander,3,hat,clothes,3,6.99,07/30/2020 08:58 PM,Poland,Ankara,walmart.com,5367,N,incorrectly entered information
232,133,Lytton,2,Pants,clothes,12,5.99,06/03/2020 05:23 AM,Finland,New Orleans,target.com,4894,N,Invalid credit card number
233,134,McClimans,6,milk,food,2,5.99,01/21/2020 08:01 PM,Uganda,Pekanbaru,target.com,8443,Y,
234,135,Chapland,5, eggs,food,20,15.99,11/01/2020 08:59 PM,Cape Verde,Sydney,bestbuy.com,6988,Y,
235,136,Jaylene,9,bike,bikes,9,350.99,01/17/2020 03:07 PM,Kenya,Koulikoro,bestbuy.com,7223,N,no inventory
236,137,Latini,1,Shirt,clothes,10,10.99,10/19/2020 07:23 AM,Ireland,Alexandria,khols.com,7339,N,purchase made while traveling
237,138,Couture,1,Shirt,clothes,11,5.99,10/10/2020 07:48 AM,Romania,Brussels,walmart.com,8964,N,expired card
238,139,Jillane,6,milk,food,3,5.99,05/18/2020 05:40 PM,Brazil,Surabaya,walmart.com,4555,Y,
239,140,Honoria,10, bike tires,bikes,1,150.99,04/28/2020 10:23 AM,Monaco,Berlin,walmart.com,6604,Y,
240,141,Dudley,5, eggs,food,19,15.99,05/08/2020 06:02 AM,Ecuador,Mersin,walmart.com,5557,N,incorrectly entered information
241,142,Lane,7,TV,electornic,9,100.99,07/11/2020 06:04 AM,Madagascar,St. George's,bestbuy.com,8312,N,insufficient funds
242,143,Georas,10, bike tires,bikes,9,150.99,05/16/2020 01:35 PM,Colombia,Tabriz,jcpenny.com,5733,Y,
243,144,Graig,3,hat,clothes,20,6.99,11/03/2020 01:47 AM,Niue,Salt Lake City,bestbuy.com,6891,N,purchase made while traveling
244,145,Lane,5, eggs,food,19,3.99,01/15/2020 03:39 PM,Kazakhstan,Lusaka,target.com,5703,Y,
245,146,Alice,3,hat,clothes,7,65.99,08/29/2020 05:04 PM,"Korea, Democratic People""S Republic of",Ibadan,khols.com,5060,N,processor declined
246,147,Merell,9,bike,bikes,9,199.99,03/19/2020 09:50 AM,Vanuatu,Bucharest,bestbuy.com,5348,Y,
247,148,Izaak,2,Pants,clothes,2,5.99,09/18/2020 10:03 AM,France,Tijuana,jcpenny.com,5772,Y,
248,149,Candy,6,milk,food,4,13.99,02/07/2020 10:55 PM,Liberia,Astana,target.com,5014,Y,
249,150,Morgun,9,bike,bikes,3,199.99,02/04/2020 12:45 AM,Turkmenistan,Hanga Roa,bestbuy.com,8206,N,expired card
250,151,Ariella,4,bannana,food,17,13.99,10/31/2020 09:43 PM,Cook Islands,Incheon,target.com,8764,Y,
251,152,Fontana,6,milk,food,6,15.99,08/05/2020 11:03 AM,Sudan,Manila,khols.com,8795,N,purchase made while traveling
252,153,Ahab,2,Pants,clothes,16,6.99,06/02/2020 10:18 AM,Dominica,Saint-Pierre,jcpenny.com,6403,N,insufficient funds
253,154,Alfons,2,Pants,clothes,15,65.99,07/20/2020 12:11 PM,India,Perth,bestbuy.com,6801,N,payment gateway is misconfigured
254,155,Eachern,2,Pants,clothes,8,5.99,07/23/2020 01:32 AM,Mali,Campo Grande,target.com,7700,N,Credit card type isnít accepted
255,156,Maribeth,5, eggs,food,3,5.99,08/27/2020 10:40 PM,United States,Yaound√©,target.com,6686,Y,
256,157,Concha,7,TV,electornic,7,500.99,03/06/2020 08:52 PM,Saint Vincent and the Grenadines,Guayaquil,target.com,8367,Y,
257,158,Modie,4,bannana,food,19,15.99,06/08/2020 07:03 PM,Bahrain,Rio de Janeiro,khols.com,7756,N,account has been closed
258,159,Zaslow,8,phone,electornic,18,5.99,10/01/2020 02:32 PM,RWANDA,Rio de Janeiro,target.com,7818,Y,
259,160,Meter,7,TV,electornic,3,100.99,01/20/2020 07:12 PM,"Virgin Islands, U.S.",Athens,khols.com,6267,N,insufficient funds
260,161,Tillford,10, bike tires,bikes,11,250.99,03/19/2020 05:48 AM,Falkland Islands (Malvinas),Lubumbashi,khols.com,6600,Y,
261,162,Cherianne,1,Shirt,clothes,13,65.99,02/29/2020 09:09 PM,Grenada,D√ºsseldorf,khols.com,6539,Y,
262,163,Eliathas,6,milk,food,10,3.99,07/07/2020 12:35 AM,Greece,Mersin,bestbuy.com,8530,Y,
263,164,Bronk,6,milk,food,17,3.99,03/31/2020 04:25 AM,Cuba,Puebla,walmart.com,6401,Y,
264,165,Bohlin,1,Shirt,clothes,15,10.99,03/25/2020 04:15 AM,Trinidad and Tobago,Belgrade,target.com,4693,N,blocked by merchant account
265,166,Baudin,10, bike tires,bikes,18,300.99,12/06/2020 04:54 AM,Angola,Tamale,khols.com,4590,Y,
266,167,Longfellow,1,Shirt,clothes,20,6.99,02/01/2020 10:22 PM,Antarctica,Quebec City,jcpenny.com,5914,N,blocked by merchant account
267,168,Billye,5, eggs,food,18,5.99,06/10/2020 02:59 AM,Bahrain,Wuhan,walmart.com,5325,Y,
268,169,Iphlgenia,9,bike,bikes,19,350.99,02/26/2020 06:35 AM,Fiji,Stockholm,walmart.com,6728,N,blocked by merchant account
269,170,Shirberg,5, eggs,food,4,6.99,10/15/2020 04:45 AM,Tokelau,Z√ºrich,jcpenny.com,7044,N,incorrectly entered information
270,171,Liva,5, eggs,food,19,15.99,05/25/2020 01:38 PM,Liberia,London,bestbuy.com,6800,N,expired card
271,172,Sekofski,9,bike,bikes,6,350.99,09/07/2020 07:45 PM,Wallis and Futuna,Weno,walmart.com,5226,N,incorrectly entered information
272,173,Mitzi,5, eggs,food,15,6.99,02/12/2020 04:29 PM,Benin,Port Louis,khols.com,6269,N,incorrectly entered information
273,174,Arathorn,6,milk,food,12,6.99,08/07/2020 05:26 PM,Mozambique,Chengdu,walmart.com,6836,N,processor declined
274,175,Aldric,10, bike tires,bikes,16,250.99,02/21/2020 01:18 AM,Cuba,Charlotte Amalie,target.com,8430,N,insufficient funds
275,176,Evangelia,6,milk,food,18,5.99,02/24/2020 07:48 PM,Eritrea,Tampa,bestbuy.com,8120,Y,
276,177,Ardra,10, bike tires,bikes,12,300.99,09/08/2020 07:19 AM,Kyrgyzstan,Milan,target.com,4795,Y,
277,178,Si,1,Shirt,clothes,19,5.99,06/21/2020 07:03 PM,Holy See (Vatican City State),Macau,khols.com,8825,N,expired card
278,179,Jobi,6,milk,food,17,3.99,03/23/2020 08:03 PM,France,Johor Bahru,bestbuy.com,7599,Y,
279,180,Ahab,6,milk,food,2,6.99,02/18/2020 08:50 PM,Ecuador,Brussels,bestbuy.com,6662,Y,
280,181,Juan,6,milk,food,11,13.99,02/17/2020 09:14 PM,India,Bern,bestbuy.com,5855,Y,
281,182,Mayeda,8,phone,electornic,17,100.99,03/08/2020 10:46 PM,Saudi Arabia,Bratsk,jcpenny.com,4979,Y,
282,183,Lytton,4,bannana,food,9,3.99,09/15/2020 04:55 PM,Central African Republic,Pekanbaru,jcpenny.com,4886,Y,
283,184,Tamar,8,phone,electornic,15,50.99,08/16/2020 09:59 PM,Mali,√úr√ºmqi,jcpenny.com,5034,N,expired card
284,185,Greenwald,4,bannana,food,2,5.99,09/08/2020 10:12 PM,United Arab Emirates,Rio Branco,khols.com,5009,N,incorrectly entered information
285,186,Tryck,5, eggs,food,15,15.99,09/04/2020 01:51 PM,Samoa,Sabha,jcpenny.com,7622,Y,
286,187,Allare,2,Pants,clothes,6,65.99,03/28/2020 08:54 AM,Mauritania,Leeds,walmart.com,6935,Y,
287,188,Henebry,4,bannana,food,5,13.99,09/17/2020 02:58 PM,Tokelau,El Paso,khols.com,4805,N,processor declined
288,189,Hieronymus,7,TV,electornic,9,5.99,01/24/2020 08:06 PM,Cook Islands,Concepci√≥n,jcpenny.com,8668,Y,
289,190,Haerr,6,milk,food,5,6.99,04/17/2020 04:51 PM,Cayman Islands,Oranjestad,khols.com,4540,N,Credit card type isnít accepted
290,191,Colbert,5, eggs,food,13,3.99,01/22/2020 07:27 AM,Hungary,Anadyr (town),target.com,6973,N,Credit card type isnít accepted
291,192,Kress,6,milk,food,7,13.99,01/31/2020 03:01 PM,Dominican Republic,Moscow,target.com,6408,Y,
292,193,Hepsibah,10, bike tires,bikes,6,250.99,09/20/2020 10:56 AM,Saint Lucia,Palembang,jcpenny.com,5241,N,incorrectly entered information
293,194,Schalles,6,milk,food,20,3.99,06/01/2020 07:25 AM,Lesotho,Belmopan,jcpenny.com,8319,Y,
294,195,Earlie,9,bike,bikes,1,300.99,10/01/2020 06:42 PM,Benin,Medell√≠n,bestbuy.com,5033,Y,
295,196,Kathie,4,bannana,food,2,3.99,03/13/2020 08:03 PM,Singapore,Tunis,jcpenny.com,8163,N,incorrectly entered information
296,197,Lorain,5, eggs,food,2,15.99,03/14/2020 10:35 AM,Timor-Leste,Jamestown,jcpenny.com,8241,Y,
297,198,Daniele,9,bike,bikes,15,300.99,01/28/2020 02:26 AM,Yemen,Lucknow,jcpenny.com,4679,Y,
298,199,Kolnick,4,bannana,food,6,13.99,01/12/2020 02:12 AM,United States Minor Outlying Islands,Freetown,khols.com,7790,Y,
299,200,Marden,9,bike,bikes,2,300.99,09/22/2020 04:18 PM,Pitcairn,Melekeok,target.com,6365,N,blocked by merchant account
300,201,Solitta,1,Shirt,clothes,9,40.99,09/18/2020 11:29 PM,French Southern Territories,Pattaya,walmart.com,8684,N,insufficient funds
301,202,Shaver,6,milk,food,7,6.99,09/05/2020 12:26 PM,El Salvador,Roseau,target.com,6637,N,Invalid credit card number
302,203,Maribeth,6,milk,food,18,3.99,06/16/2020 08:33 AM,Tokelau,Ulan Bator,target.com,8210,N,expired card
303,204,August,7,TV,electornic,2,500.99,11/22/2020 04:30 AM,San Marino,Cleveland,bestbuy.com,5657,Y,
304,205,Louanna,1,Shirt,clothes,9,6.99,08/09/2020 04:41 AM,Mauritius,Johor Bahru,jcpenny.com,6410,N,Credit card type isnít accepted
305,206,Alfons,9,bike,bikes,19,250.99,10/26/2020 11:09 PM,Swaziland,Juneau,jcpenny.com,5676,Y,
